FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-18c0,POINT (-43.61451856 -20.67733845999999),555,Sobrado do Padre Taborda e casario fronteiro e ao redor dele e da Igreja Matriz de Santo Antônio,MG3133907BICA00001,Barão de Coromandel,35,2,Bem Imóvel,BI,20,Arquitetura religiosa,6,Conjunto Arquitetônico,CA,"Sobrado do Padre Taborda e casario, localizado(a) no estado de Minas Gerais, cidade(s) de Itaverava, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1827,POINT (-37.166658555975225 -10.805393147389935),3224,"Laranjeiras, SE: conjunto arquitetônico e paisagístico",SE2803609BICU00002,Heráclito Diniz Gonçalves,,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Laranjeiras, SE: conjunto arquitetônico e paisagístico, localizado(a) no estado de Sergipe, cidade(s) de Laranjeiras, é um Bem Imóvel, do tipo Conjunto Urbano, com estado de conservação Regular e de preservação Pouco Alterado. Localizado as margens do Rio Cotinguiba e cercado pelos Morro do Bonfim, Morro do Bom Jesus, Morro do Cruzeiro e Morro Santaninha.",2018-01-09
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-181f,POINT (-43.1841972 -22.510377799999997),1114,"Casa de Santos Dumont, com o respectivo acervo de objetos e utilidades pertencentes a Santos Dumont",RJ3303906BIED00002,do Encanto,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa à Rua Riachuelo, nº 22, também conhecido(a) como Casa de Santos Dumont, Casa Encantada, localizado(a) no estado de Rio de Janeiro, cidade(s) de Petrópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1817,POINT (-43.137597 -22.441305),1120,Casa do Padre Correia,RJ3303906BIED00003,Castro Alves,24,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Casa à Rua Castro Alves, nº 182, também conhecido(a) como Casa do Padre Correia; Fazensda da Posse, localizado(a) no estado de Rio de Janeiro, cidade(s) de Petrópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-17b1,POINT (-50.14041667 -15.933751510000008),520,Igreja de São Francisco de Paula,GO5208905BIED00007,Zacheu Alves de Castro,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Construção de 1761, tem paredes em taipa de pilão e telhado em telha de barro canal. Possui fachada plana, com cruzeiro de madeira no adro e torre sineira do século XIX separada do corpo da igreja. O tombamento abrange também
forros e retábulos policromados, imagens, alfaias e móveis antigos.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1748,POINT (-47.2985889 -23.268491700000002),558,"Painéis, 8 / Padre Jesuíno do Monte Carmelo",SP3523909BMAC00001,Regente Feijó,172,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,3,Acervo,AC,"Painéis, 8 / Padre Jesuíno do Monte Carmelo, localizado(a) no estado de São Paulo, cidade(s) de Itu, é um Bem Móvel ou Integrado, do tipo Acervo, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-16e7,POINT (-51.235334 -30.032737),980,Igreja de Nossa Senhora das Dores,RS4314902BIED00002,dos Andradas,597,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Nossa Senhora das Dores, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Porto Alegre, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-16ae,POINT (-46.872625 -17.221586099999996),662,Capela de Nossa Senhora do Rosário,MG3147006BIED00001,Ademar da Silva Neiva,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Trata‐se de um edifício de estrutura de madeira e taipa. A fachada apresenta frontispício com três portas de entrada e torre central com relógio. O interior é despojado, destacando‐se o antigo altar de talha dourada, com seis colunas torsas esculpidas e decoradas, nichos laterais e trono em degraus.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-16a2,POINT (-43.8578778 -20.500219400000002),471,Igreja Matriz de Nossa Senhora da Conceição,MG3118007BIED00001,Padre João Pio,201-237,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja Matriz de Nossa Senhora da Conceição, localizado(a) no estado de Minas Gerais, cidade(s) de Congonhas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-163b,POINT (-42.0079944 -22.8852806),1001,Remanescentes do Forte de São Matheus,RJ3300704BIED00001,Américo Vespúcio,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Remanescentes do Forte de São Matheus, também conhecido(a) como ""Forte de São Matheus: remanescentes; Forte de São Mateus, inclusive o Penedo onde se situa; Ruínas , localizado(a) no estado de Rio de Janeiro, cidade(s) de Cabo Frio, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1438,POINT (-50.14041667 -15.933751510000008),519,Igreja de Santa Bárbara,GO5208905BIED00006,Santa Bárbara,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Construção de 1780, possui paredes em taipa de pilão e telhado em telha de barro canal, com cruzeiro no adro e contrafortes que se ajustam às suas laterais assegurando a prumada de suas paredes. O tombamento abrange também as
imagens, alfaias e móveis antigos.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-13d1,POINT (-48.4765278 -1.4520193999999966),810,Parque Zoobotânico do Museu Paraense Emílio Goeldi,PA1501402PSJD00002,Av. Magalhães Barata,376,5,Bem Paisagístico,PS,281,Sem classificação,9,Jardim Histórico,JD,"""Parque Zoobotânico do Museu Paraense Emílio Goeldi, também conhecido(a) como Parque Zoobotânico do Museu Paraense Emílio Goeldi, localizado(a) no estado de Pará, cidade(s) de Belém, é um Bem Paisagístico, do tipo Jardim Histórico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1317,POINT (-38.5086053971 -12.935497250300001),47,"Prédio do Asilo D. Pedro II na Av. Luís Tarquínio, nº 18, antigo Palacete Machado",BA2927408BIED00005,Luís Tarquíneo,18,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Solar urbano da primeira metade do século XIX, que embora possua um tratamento neoclássico, segue a linha dos grandes palácios e urbanizações barrocas européias. O edifício do Asilo, considerado a maior casa de residência conhecida na cidade, é constituído de um bloco em três lances: um central e dois laterais, todos ligados entre si com circulação em toda a extensão.",2015-01-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1306,POINT (-43.18544976 -22.90992034),348,"Prédio à Rua dos Inválidos, 193-203, esquina com a Rua do Riachuelo",RJ3304557BIED00009,dos Inválidos,193-203,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Edificação volumosa, possui um terceiro pavimento, parcial, com planta em cruz, formando corpos centrados nas fachadas, que interrompem a cimalha e o beiral dos telhados do corpo principal. Pilastras e cantaria formam os cunhais e compartimentam as fachadas, assinalando os limites do terceiro pavimento. À seqüência das portas, corresponde, no sobrado, igual número de janelas rasgadas, com sacadas que têm bacias de cantaria e grades formando malha de losangos.",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-12d5,POINT (-51.231986745955254 -30.027418301960193),969,"""Pórtico Central e armazéns do Cais do Porto""",RS4314902BICA00001,Mauá,1050,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"Pórtico Central e armazéns do Cais do Porto, também conhecido(a) como Cais do Porto: pórtico central e armazéns, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Porto Alegre, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-12b8,POINT (-38.50911453369999 -12.974551301199991),256,Igreja e Convento de São Francisco,BA2927408BIED00058,do São Francisco,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"O convento desenvolve-se em torno de um claustro quadrado, ocupado em um dos lados pela igreja e sacristia, e nos demais por celas. Igreja com três naves, sendo as laterais mais baixas que o corpo central. A fachada possui corpo
retangular dividido em cinco partes, com duas ordens de pilastras superpostas. O frontispício é ladeado por torres de terminação piramidal, revestidas de azulejos. No interior destaca-se a talha dourada que reveste as paredes e o
forro da nave, em caixotões apainelados",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-128c,POINT (-43.685260230000004 -22.91291112999999),377,Marco da Fazenda Real de Santa Cruz,RJ3304557BMAR00005,Ruão,,1,Bem Móvel ou Integrado,BM,9999,Sem classificação,2,Artefato,AR,"Marco de cantaria demarcatório da fazenda real, com forma de prisma de base quadrada, encimado por arremate, que termina em pirâmide. Aparecem gravadas, em rebaixo, nas faces as letra ""P I"" (Pedro I) encimadas por uma coroa, na segunda face a data de ""1826"" e na terceira as iniciais ""F N"" (Fazenda Nacional).",2015-01-30
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1240,POINT (-40.2919861 -20.330577799999983),149,Igreja de Nossa Senhora do Rosário,ES3205200BIED00001,da Bandeira,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Nossa Senhora do Rosário, localizado(a) no estado de Espírito Santo, cidade(s) de Vila Velha, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-11cf,POINT (-43.175036 -22.903758),1227,"Casa à Praça Quinze de Novembro, nº 101 (antigo Convento do Carmo), atual sede da Academia de Comér",RJ3304557BIED00085,XV de Novembro,101,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa à Praça Quinze de Novembro, nº 101 (antigo Convento do Carmo), também conhecido(a) como Convento do Carmo, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-119b,POINT (-68.502355 -10.651684000000005),83,Casa de Chico Mendes e de seu acervo,AC1200708BIED00001,Doutor Batista de Moraes,10,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa de Chico Mendes e de seu acervo, localizado(a) no estado de Acre, cidade(s) de Xapuri, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-118f,POINT (-43.18476082080463 -22.906141264301024),3275,Conjunto de habitação coletiva denominado Avenida Modelo na Rua Regente Feijó nº 55.,RJ3304557BICA00015,Regente Feijó,55,2,Bem Imóvel,BI,67,Arquitetura civil,6,Conjunto Arquitetônico,CA,"""Conjunto de habitação coletiva denominado Avenida Modelo na Rua Regente Feijó nº 55., também conhecido(a) como Avenida Modelo: conjunto de habitação coletiva, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2018-01-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-118c,POINT (-38.531472199999996 -3.728769399999981),68,Solar Carvalho Mota,CE2304400BIED00002,Pedro Pereira,683,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Construção com dois andares, tendo o térreo janelas e portas em arco abatido. Na fachada principal, a parte superior possui balaustrada com pináculos e, abaixo dela, uma cimalha percorrendo as duas fachadas visíveis da rua. As janelas superiores da fachada principal possuem formato em arco, encimado por outro arco decorado. Todas as janelas do edifício têm vedação em veneziana, assim como as do segundo pavimento possuem balcão formado por gradil em ferro. Fonte: Arquivo Noronha Santos/IPHAN.",2015-01-23
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-116a,POINT (-44.713238 -23.22044),1099,"Igreja de Santa Rita, e respectivas imagens e alfaias",RJ3303807BIED00004,de Santa Rita,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Santa Rita, e respectivas imagens e alfaias, também conhecido(a) como Igreja de Santa Rita, localizado(a) no estado de Rio de Janeiro, cidade(s) de Parati, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-112d,POINT (-43.1452556 -22.467250000000007),1145,Casa da Fazenda Samambaia,RJ3303906BIED00005,da Samambaia,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa da Fazenda Samambaia, também conhecido(a) como Fazenda Samambaia: casa, localizado(a) no estado de Rio de Janeiro, cidade(s) de Petrópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1128,POINT (-57.65162780000001 -18.998788899999997),1111,Ponte Ferroviária Eurico Gaspar Dutra sobre o Rio Paraguai,MS5003207BIOE00001,Da República,,2,Bem Imóvel,BI,27,Ponte/Viaduto,5,Obras de Engenharia,OE,"Ponte Ferroviária Eurico Gaspar Dutra sobre o Rio Paraguai, localizado(a) no estado de Mato Grosso do Sul, cidade(s) de Corumbá, é um Bem Imóvel, do tipo Obras de Engenharia, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-10eb,POINT (-43.59855671 -18.243961470000016),489,Igreja de São Francisco de Assis,MG3121605BIED00013,São Francisco de Assis,s/n,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"A fachada possui 4 áreas principais e uma secundária, delimitadas por esteios e cunhais de madeira pintados em cores vivas. As seções laterais são ocupadas por portas-sacadas com guarda-corpos de ferro e a central, pela portada encimada por óculo. Na fachada, frontão de madeira, com contornos de linhas quebradas, e um óculo de formas geométricas. No interior, destaque para a pintura do forro da capela-mor, contendo trama de perspectivas arquitetônicas com a Virgem da Conceição ao centro.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-10e3,POINT (-46.3270167 -23.932827800000002),24831,Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo: Bens Móveis ou Integrados,SP3548500BMAC00002,Barão do Rio Branco,16,1,Bem Móvel ou Integrado,BM,255,Objetos cerimoniais,3,Acervo,AC,"Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo: Bens Móveis ou Integrados, localizado(a) no estado de São Paulo, cidade(s) de Santos, é um Bem Móvel ou Integrado, do tipo Acervo, com estado de conservação Regular e de preservação Pouco Alterado.",2019-11-22
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-10c4,POINT (-38.510627 -12.980555),225,Igreja de Santo Antônio da Mouraria,BA2927408BIED00038,da Mouraria,S/N,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja cuja planta contém corredores laterais superpostos por tribunas. O edifício foi bastante alterado ao longo do tempo. A fachada, porém, mantém bastante legível sua disposição original. O frontispício é simples e de modenatura pouco requintada, possuindo óculo e nicho de Santo Antônio na altura do primeiro pavimento. As torres sineiras que a ladeiam terminam num frontão com volutas e não ultrapassam a altura do corpo central. Possui quatro sinos, sendo o maior e mais antigo datado de 1757.",2015-01-29
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-10b9,POINT (-43.812694400000005 -19.891258300000004),672,"Igreja de São Francisco de Assis, sob a invocação de Nossa Senhora dos Anjos",MG3156700BIED00008,São Francisco,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Fachada em alvenaria de pedra, com cunhais, cimalha e enquadramento dos vãos em cantaria. Possui frontão ondulado entre torres quadrangulares, com cobertura piramidal, duas seteiras e sineira vazada em cada flanco. No interior, arco cruzeiro de cantaria, com púlpitos guarnecidos por parapeito gradeado de ferro. Na capela-mor, forro com pintura representando N. Sra. Rainha dos Anjos e os Evangelistas. O altar-mor, com pintura simulando colunas, é encimado por composição alusiva a São Francisco.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1082,POINT (-51.04921197315993 0.0310262249531103),711,Fortaleza de São José de Macapá,AP1600303BIED00001,Cândido Mendes,s/n,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Fortaleza de São José de Macapá, também conhecido(a) como Fortaleza de São José, localizado(a) no estado de Amapá, cidade(s) de Macapá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-09
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-106f,POINT (-46.66262220000001 -23.5516083),200,"Imóvel situado na Rua Bahia, 1126",SP3550308BIED00006,Bahia,1126,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"As três casas projetadas por Gregori Warchavchik, entre 1927 e 1930 são consideradas como as primeiras obras de arquitetura moderna no Brasil. Utilizando a linguagem cubista nas suas formas, representam as idéias do arquiteto enunciadas em manifesto pela arquitetura moderna publicado na imprensa em 1925. A da rua Bahia já representa a plena realização das intenções do arquiteto.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-104b,POINT (-43.8043417 -19.9673167),664,Igreja de Nossa Senhora da Conceição,MG3153905BIED00001,Padre Antonio Maria,41,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Possui frontispício plano e frontão curvilíneo, com duas volutas. O portal e as duas janelas do coro têm vergas em arco abatido. As duas torres sineiras têm seção quadrada, telhados piramidais, pequenas janelas e pináculos
pseudogóticos. Planta com nave principal e duas colaterais O altar‐mor e os altares do arco‐cruzeiro apresentam
colunas e arquivoltas torsas.",2015-05-05
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-101f,POINT (-43.1792562573538 -22.907314224012335),1236,Convento de Santo Antônio,RJ3304557BIED00090,da Carioca,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Convento de Santo Antônio, também conhecido(a) como Convento e Igreja de Santo Antônio, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-1004,POINT (-48.505283299999995 -1.454488900000003),791,"Forte do Castelo, antigamente Forte do Presépio",PA1501402BIED00003,Ponta de Maúri,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Forte do Castelo, antigamente Forte do Presépio, também conhecido(a) como Forte do Castelo, Forte do Presépio (antigo), localizado(a) no estado de Pará, cidade(s) de Belém, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-11
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-fcf,POINT (-45.56478609999999 -23.0220917),177,"Chácara do Visconde, ou casa de Monteiro Lobato, situada entre a R. Guaratinguetá e a Av Campinas",SP3554102BIED00001,Monteiro Lobato,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa de Monteiro Lobato, localizado(a) no estado de São Paulo, cidade(s) de Taubaté, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-fb9,POINT (-43.40019439999999 -19.965316700000006),1155,Igreja de Santo Amaro,MG3157203BIED00002,Industrial,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de Santo Amaro, localizado(a) no estado de Minas Gerais, cidade(s) de Santa Bárbara, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-fb3,POINT (-43.17453624004031 -22.90271683098299),2661,"Prédio à Praça Quinze de Novembro, esquina da Travessa do Comércio nº 34",RJ3304557BIED00108,Quinze de Novembro,32,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa à Praça Quinze de Novembro, 34, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-06
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-fae,POINT (-51.7210941040323 -29.945046222478346),1068,Casa de Bento Gonçalves,RS4322004BIED00001,Assis Brasil,49,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Casa de Bento Gonçalves, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Triunfo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-fad,POINT (-49.73202118309147 -25.53479318422517),2674,Igreja de N.S. da Conceição ou Capela de Tamanduá,PR4102307BIED00001,(Confirmar Endereço),,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja de N.S. da Conceição ou Capela de Tamanduá, localizado(a) no estado de Paraná, cidade(s) de Balsa Nova, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-07
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f77,POINT (-53.102876 -31.447121999999997),964,Palácio do Governo Farroupilha,RS4314605BIED00002,Gomes Jardim,104,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Palácio do Governo Farroupilha, também conhecido(a) como Palácio Farroupilha, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Piratini, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f6f,POINT (-50.14041667 -15.933751510000008),524,Quartel do Batalhão de Infantaria,GO5208905BIED00009,Dr. Brasil Ramos Caiado,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"É uma grande construção que se aproxima de um quadrado com amplo pátio interno. Tem paredes de taipa e telhado em telhas de barro canal. Sua entrada destaca-se do corpo do edifício, pois possui, além do térreo, pavimento
superior formando como que uma pequena torre.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f57,POINT (-48.51781 -27.431677),498,Fortaleza de São José da Ponta Grossa,SC4205407BIED00007,Servidão José Cardoso de Oliveira,,2,Bem Imóvel,BI,22,Arquitetura militar,8,Edificação,ED,"Fortaleza de São José da Ponta Grossa, localizado(a) no estado de Santa Catarina, cidade(s) de Florianópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Constitui-se de três plataformas em área decorrente e em forma de degraus circulares. Segundo uma antiga planta, suas edificações constavam de capela, quartel do comandante, armazém de pólvora, quartéis de tropa, casa da palamenta, cozinha, comua e rampa.Fonte: Guia dos bens tombados/coordenação de pesquisa Maria Elisa Carrazoni. Rio de Janeiro: Expressão e Cultura. 1980.",2015-02-21
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f3d,POINT (-48.5562806 -27.595075000000005),1016,"Prédio na rua Conselheiro Mafra, que foi sede da antiga Alfândega e da Delegacia da Receita Federal",SC4205407BIED00010,Conselheiro Mafra,656,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Prédio na rua Conselheiro Mafra, que foi sede da antiga Alfândega e da Delegacia da Receita Federal, também conhecido(a) como Alfândega, localizado(a) no estado de Santa Catarina, cidade(s) de Florianópolis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f35,POINT (-34.88284738191216 -7.114574931634678),872,Igreja da Ordem Terceira de São Francisco,PB2507507BIED00012,São Francisco,,2,Bem Imóvel,BI,20,Arquitetura religiosa,8,Edificação,ED,"Igreja da Ordem Terceira de São Francisco, localizado(a) no estado de Paraíba, cidade(s) de João Pessoa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f19,POINT (-51.230186 -30.032913999999998),977,Sítio Histórico das Praças da Matriz e da Alfândega,RS4314902BICU00001,Montevideo,10,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Sítio Histórico das Praças da Matriz e da Alfândega, também conhecido(a) como Praças da Matriz e da Alfândega: sítio histórico, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Porto Alegre, é um Bem Imóvel, do tipo Conjunto Urbano, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-f09,POINT (-49.17577943597273 -26.704979050972867),1005,"Casa Arndt, Erwin (Casa da Crista)",SC4213203BIED00011,Testo Alto,1241,2,Bem Imóvel,BI,18,Arquitetura civil,8,Edificação,ED,"Casa Arndt, Erwin (Casa da Crista), localizado(a) no estado de Santa Catarina, cidade(s) de Pomerode, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Características arquitetônicas, na ambiência interna e na atividade produtiva da propriedade que a relacionam com o contexto da imigração germânica em Santa Catarina. Casa enxaimel mantém intactas suas características originais e compõe com os ranchos de madeira um conjunto rural teuto-brasileiro exemplar. Como elemento identificador, a casa apresenta a ""crista"", elemento pelo qual é conhecida, composta de telhas cerâmicas especialmente confeccionadas que ornamentam toda a cumeeira. A casa apresenta planta exemplar, pinturas internas e esmero na colocação dos tijolos que vedam os tramos da estrutura na fachada principal. (Fonte: Processo nº 1548-T-07)",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-ee5,POINT (-44.30339799 -2.530034358000006),207,Praça João Francisco Lisboa: conjunto arquitetônico e paisagístico,MA2111300BICA00002,João Lisboa,360,2,Bem Imóvel,BI,66,Conjunto arquitetônico,6,Conjunto Arquitetônico,CA,"Praça João Francisco Lisboa: conjunto arquitetônico e paisagístico, localizado(a) no estado de Maranhão, cidade(s) de São Luís, é um Bem Imóvel, do tipo Conjunto Arquitetônico, com estado de conservação Regular e de preservação Pouco Alterado.",2015-01-28
tg_bem_classificacao.fid-7766db4e_192a22bdbb2_-ed0,POINT (-48.504801 -1.4558720000000114),3209,"Conjunto Arquitetônico, Urbanístico e Paisagístico dos Bairros da Cidade Velha e Campina",PA1501402BICU00001,Frei Caetano Brandão,,2,Bem Imóvel,BI,219,Sem classificação,7,Conjunto Urbano,CU,"Conjunto Arquitetônico, Urbanístico e Paisagístico dos Bairros da Cidade Velha e Campina, que deu origem a cidade de Belém no estado de Pará. Ressalta no desenho do conjunto, forte influência portuguesa, observada no traçado de ruas largas, num sentido, e travessas transversais no outro. Observa-se, ainda, largos e praças circundando as igrejas e os principais edifícios da arquitetura civil, além da qualidade arquitetônica de seus imóveis, decorrente da participação de técnicos europeus.",2018-01-09
