Nome atribuído,Estágio da Instrução (Portaria 11/86),CÓDIGO IPHAN
"Casa Paroquial anexa à Igreja de Santo Antônio na Praça da Independência, s/nº",TOMBADO,PE2611606BIED00006,
"Conjunto arquitetônico e paisagístico do Observatório Nacional à Rua General Bruce, 586 , situado em área com cerca de 40 mil m2 , delimitada conforme poligonal descrita e constante no Processo Nº 1009T79, bem como todo o acervo arrolado no Anexo 3 do m",TOMBADO,RJ3304557BIED00016,
Lampião existente no Largo da Lapa,TOMBADO,RJ3304557BMAR00022,
Sítio de Santo Antônio das Alegrias ou do Físico: ruínas,TOMBADO,MA2111300BAST00001,
"Conjunto Paisagístico em Santa Cruz Cabrália, especialmente o Ilhéu da Coroa Vermelha, orla marítima e o Conjunto Arquitetônico E Paisagístico Da Cidade Alta, que Inclui a Igreja Matriz de N. Sra. da C onceição e a Casa de Câmara e Cadeia.",RERRATIFIC.,BA2927705PSPS00001,
"Palacete Pinho, Imóvel situado à Rua Dr. Assis nº  586",TOMBADO,PA1501402BIED00011,
"Conjuntos Arquitetônicos da Av. Governador José Malcher, Constante dos Imóveis Da Travessa Rui Barbosa",TOMBADO,PA1501402BICA00002,
Avenida Nazareth: conjunto arquitetônico,TOMBADO,PA1501402BICA00003,
"Prédio onde funciona o Colégio Pedro II, na Av. Marechal Floriano, nºs 68 a 80",TOMBADO,RJ3304557BIED00050,
Igreja Santo Antônio no Distrito de Itatiaia,TOMBADO,MG3145901BIED00002,
"Prédio onde funciona os Correios e Telégrafos, na Praça Barão do Rio Branco",TOMBADO,RS4314902BIED00004,
"Palácio de Manguinhos ou Prédio da Fundação Oswaldo Cruz na Av. Brasil, nº 4365",RERRATIFIC.,RJ3304557BIED00016,
Fazenda Cachoeira do Taepe: casa grande,TOMBADO,PE2614501BIED00001,
Coleção constituída de 89 exvotos pintados pertencentes ao Santuário do Bom Jesus de Matozinhos,TOMBADO,MG3118007BMCL00001,
Pórtico Central e Armazéns do Cais do Porto,TOMBADO,RS4314902BICA00001,
Mercado de Carne e Lojas Adjacentes,TOMBADO,CE2301000BICU00001,
Forte de Santa Bárbara,TOMBADO,SC4205407BIED00008,
Fábrica de Vinho Tito Silva,TOMBADO,PB2507507BIED00019,
Prédios das estações telegráficas construídas pela Comissão Estratégica de Linhas Telegráficas de Cuiabá a Porto Velho – Comissão Rondon,TOMBADO,RO1100304BIED00001,
Prédios das estações telegráficas construídas pela Comissão Estratégica de Linhas Telegráficas de Cuiabá a Porto Velho – Comissão Rondon,TOMBADO,RO1100122BIED00001 ,
"Prédio da antiga sede do Departamento Nacional de Obras Contra as Secas, na Rua Pedro Pereira, nº 683, esquina com a rua General Sampaio",TOMBADO,CE2304400BIED00002,
"Acervo Natural, Paisagístico, Urbanístico e Arquitetônico da Serra do Monte Santo, antiga Serra do Piquaraçá, com destaque para o Santuário de Santa Cruz, constituído pelas suas 25 capelas, cuja preservação é extensiva aos bens de arte sacra e devocional ",TOMBADO,BA2921500BICA00001,
"Caixa D'Água localizada na Praça Piratinino de Almeida, antigo Largo da Caridade",TOMBADO,RS4314407BMAR00001,
"Terreiro da Casa Branca contituído de uma área de aproximadamente 6.800 m2, com as edificações, árvores e principais objetos sagrados, situado na Avenida Vasco da Gama s/nº, em Salvador/Bahia",TOMBADO,BA2927408BICA00003,
"Serra da Barriga, parte mais acantilada, conforme descrição constante na Informação nº123/85, às fls 146 a 148 e do mapa ...",TOMBADO,AL2709301PSPS00001,
Conjunto arquitetônico dos bairros da Cidade Velha e Campina,RERRATIFIC.,PA1501402BICU00001,
Palácio das Laranjeiras na Rua Gago Coutinho S/nº,TOMBADO,RJ3304557BIED00017,
"Conjunto de 10 (dez) imagens existentes na Igreja Matriz de São Luiz Gonzaga, provenientes da antiga Igreja do Povo Missioneiro.",TOMBADO,RS4318903BMCL00001,
"Forte de São Francisco ou do Queijo (Olinda, Pe)",TOMBADO,PE2609600BIED00007,
Açude do Cedro,TOMBADO,CE2311306BIOE00001,
"Conjunto de Habitação Coletiva Denominado Avenida Modelo na Rua Regente Feijó nº 55; Vila Na Rua Regente Feijó, 55",TOMBADO,RJ3304557BICA00015,
Igreja Matriz de Santo Antônio,TOMBADO,MG3133907BIED00001,
Sobrado do Padre Taborda e casario,TOMBADO,MG3133907BICA00001,
"Salvador, BA: conjunto arquitetônico, paisagístico e urbanístico do centro histórico",TOMBADO,BA2927408BICU00001,
"Estádio Mário Filho, conhecido como Estádio Maracanã",TOMBADO,RJ3304557BIED00084,
Conjunto Arquitetônico e Urbanístico da Cidade de Paranaguá,TOMBADO,PR4118204BICU00001,
Remanescentes do Conjunto Hospitalar Juscelino Kubitschek de Oliveira,TOMBADO,DF5300108BIED00021,
"Prédio da Associação Brasileira de Imprensa  ABI na Rua Araújo Porto Alegre, 71",TOMBADO,RJ3304557BIED00055,
Prédio do Ginásio Pernambucano na Rua da Aurora,TOMBADO,PE2611606BIED00020,
Hotel do Parque São Clemente,TOMBADO,RJ3303401BIED00001,
"Conjunto constituído pelos edifícios à Rua Gago Coutinho, nº 66 e à Rua Paulo César de Andrade, nºs 70 e 106, núcleo inicial do denominado Conjunto Residencial do Parque Guinle",TOMBADO,RJ3304557BICA00016,
Casa Presser,TOMBADO,RS4313409BIED00001,
Presépio de Pipiripau,TOMBADO,MG3106200BMAR00002,
"Prédio do Antigo Paço Municipal, Atual Sede Do Museu Paranaense na Praça Generoso Marques",TOMBADO,PR4106902BIED00014,
"Natividade, TO: conjunto arquitetônico, urbanístico e paisagístico",TOMBADO, TO1714203BICU00001,
Coleção: Lasar Segall,TOMBADO,SP3550308BMCL00003,
"Engenho do Mate, Atual Museu Do Mate Com Todo O Seu Acervo e O Terreno",TOMBADO,PR4104204BIED00001,
Teatro São João,TOMBADO,PR4113205BIED00005,
"Conjunto Arquitetônico da Avenida Central: Edifício da Antiga Caixa de Amortização, Biblioteca Nacional, Museu Nacional de Belas Artes, Teatro Municipal.(BEM FILHO)",Tombado (bem filho),RJ3304557BIED00087,
"Conjunto Arquitetônico da Avenida Central: Edifício da Antiga Caixa de Amortização, Biblioteca Nacional, Museu Nacional de Belas Artes, Teatro Municipal.(BEM FILHO)",Tombado (bem filho),RJ3304557BIED00020,
"Conjunto Arquitetônico da Avenida Central: Edifício da Antiga Caixa de Amortização, Biblioteca Nacional, Museu Nacional de Belas Artes, Teatro Municipal.(BEM FILHO)",Tombado (bem filho),RJ3304557BIED00005,
"Imóvel situado na Rua Santa Cruz, 325, constituído pela casa, o jardim e o bosque que o circundam ( Casa modernista  de Warchavchik)",TOMBADO,SP3550308BICA00009,
"Imóvel situado na Rua Santa Cruz, 325, constituído pela casa, o jardim e o bosque que o circundam ( Casa modernista  de Warchavchik) (BEM FILHO)",,SP3550308BIED00008,
"Laguna, SC: centro histórico",TOMBADO,SC4209409BICU00001,
"Casa do Senador Canedo, localizada à rua Dom Emanuel, nº 65 e o respectivo terreno que integra o imóvel",TOMBADO,GO5203302BIED00001,
Casarão do Chá,TOMBADO,SP3530607BIED00001,
Caixa D'Água denominada Reservatório de Mocó na Praça do Chile,TOMBADO,AM1302603BIOE00001,
"Coleção Arqueológica João Alfredo Rohr, assim distribuida : as peças depositadas nas dependências particulares do Colégio Catarinense, em Florianópolis  SC; as peças em exposição no Museu Homem do Sambaqui ( Colégio Catarinense ), em FlorianópolisSC; as",TOMBADO,SC4205407BACL00001,
Sítio Roberto Burle Marx e sua coleção museológica e bibliográfica,TOMBADO,RJ3304557PSJD00002,
"Chafariz de ferro fundido com base de granito, localizado na Praça Mahatma Gandhi.",TOMBADO,RJ3304557BMAR00014,
"Capela de N. Sra. da Conceição da Congregação Mariana, seu acervo móvel",TOMBADO,PE2611606BIED00034,
Casa rural na Costeira do Ribeirão da Ilha,TOMBADO,SC4205407BIED00001,
Ponte Hercílio Luz,TOMBADO,SC4205407BIOE00001,
"Palacete do Benfica, situado na Rua Benfica, nº 251, compreendendo o terreno de cerca de 6.890 m2, o palacete, o jardim e demais construções nele existentes, grades e portões de ferro voltados para a rua mencionada",TOMBADO,PE2611606BIED00030,
Escola Rural e Casa do Professor,TOMBADO,SC4214706BICA00001,
Casa de Saúde Carlos Chagas,TOMBADO,MG3138104BIED00002,
Estação Ferroviária,TOMBADO,MG3138104BIED00001,
"Prédio da antiga Fábrica Santa Amélia localizado na Rua Cândido Ribeiro, 250",TOMBADO,MA2111300BIED00005,
"Casarão de Madeira na Rua Gustavo Sampaio, 34 ou Casa de Dona Neni",TOMBADO,RS4300802BIED00002,
Bloco I integrante do conjunto edificado situado na Av. Marechal Floriano nº 168 (Prédio da Light),TOMBADO,RJ3304557BIED00094,
"Casa de Warchavchik na Rua Bahia, 1126",TOMBADO,SP3550308BIED00006,
"Casa de Warchavchik na Rua Itápolis, 961,  Pacaembu",TOMBADO,SP3550308BIED00005,
"Imagem de Santana / Aleijadinho, do Povoado da Chapada",TOMBADO,MG3146107BMAR00008,
"São Francisco do Sul, SC: centro histórico e paisagístico",TOMBADO,SC4216206BICU00001,
"Ponte do Imperador, construída sobre o Rio Feitoria, em pedra de cantaria lavrada, com 88 metros de comprimento, 14 metros de altura e 14 metros de largura",TOMBADO,RS4310801BIOE00001,
"Conjunto Arquitetônico, Urbanístico e Paisagístico do Antigo Bairro do Recife",RERRATIFIC.,PE2611606BICU00001,
"Imóvel situado na Praça dos Andradas, nºs 7 e 17  Sobrado dos Andradas, confrontando pela frente com a referida praça, dos lados com os edifícios Mercantil e Automóvel Clube de Barbacena e, nos fundos, com o terreno de Amadeu Andrade Lacerda Rodrigues",TOMBADO,MG3105608BIED00003,
"Pintura "" Vista da Baía Sul"" / Victor Meirelles",TOMBADO,SC4205407BMAR00001,
Monumento a Dom Pedro I,TOMBADO,RJ3304557BMAR00003,
"Conjunto de oito painéis, de autoria do Padre Jesuíno do Monte Carmelo, expostos no corredor de entrada do edifício conventual das Irmãs de São José, anexo à Igreja de Nossa Senhora do Patrocínio",TOMBADO,SP3523909BMAC00001,
"Igreja da Ordem Terceira do Carmo, restrita às frontaria, nave, capelamor, sacristia, biblioteca, sala de reuniões, obra de talha, imaginária e pinturas aí localizadas, especialmente a obra pictórica do Padre Jesuíno do Monte Carmelo, incluindo também o ",TOMBADO,SP3550308BIED00013,
"Imóvel denominado Mercado Adolfo Lisboa ou Mercado Municipal, compreendendo seus pavilhões e jardins, embarcadouro e trecho correspondente da margem do rio",TOMBADO,AM1302603BICA00002,
"Cuiabá, MT: conjunto arquitetônico, urbanístico e paisagístico",TOMBADO,MT5103403BICU00001,
"Pirenópolis, GO: conjunto arquitetônico, urbanístico, paisagístico e histórico",TOMBADO,GO5217302BICU00001,
"Conjunto Histórico, Arquitetônico e Paisagístico de Corumbá. ",TOMBADO,MS5003207BICU00001,
"Fazenda do Pinhal, situada no quilômetro 4,5 da Estrada da Broa, com 45 hectares e 1 acre, incluindo vegetação e benfeitorias, tais como : sede da fazenda, senzala, tulha, terreiros de café, cocheiras e pomar murado",TOMBADO,SP3548906BICA00001,
Complexo ferroviário de São João del Rei a Tiradentes,TOMBADO,MG3162500BICA00001,
Copacabana Palace Hotel: prédio,TOMBADO,RJ3304557BIED00093,
Placa de ouro oferecida a Rui Barbosa pelo Senado por sua participação no Congresso de Haya em 1907,TOMBADO,DF5300108BMAR00001,
Capela de Nossa Senhora da Boa Morte e seu acervo móvel e integrado,TOMBADO,MG3105608BIED00001,
Conjunto Arquitetônico e Paisagístico do Porto de Manaus,TOMBADO,AM1302603BICA00001,
Área destinada ao Parque Estadual Cabo Branco e Ponta do Seixas.,TOMB. PROVIS., PB2507507PSJD00001,
"Edificação situada na Rua Carlos Gomes, 42, que pertenceu a Carlos Oswald",TOMBADO,RJ3303906BIED00004,
"Penedo, AL: conjunto arquitetônico, paisagístico e urbanístico",TOMBADO,AL2706703BICU00001,
"Prédio do Engenho Central São Pedro, onde funcionou a Companhia Progresso Agrícola do Maranhão, inclusive a chaminé contígua",TOMBADO,MA2108504BIED00001,
"Pavilhão Luís Nunes, antigo Pavilhão de Verificação de Óbitos da Escola de Medicina de Recife",TOMBADO,PE2611606BIED00027,
Área central da Praça Quinze de Novembro e imediações,TOMBADO,RJ3304557BICU00002,
"Coleção Mário de Andrade do IEB / USP,  produto de quatro subcoleções distintas assim caracterizadas : 1 )  Subcoleção de Artes Visuais ;  2 ) Subcoleção de Arte Religiosa e Popular ;  3 ) Subcoleção da Revolução de 1932 ;  4 ) Subcoleção Bibliográfica",TOMBADO,SP3550308BACL00002,
"Pátio ferroviário da estrada de ferro MadeiraMamoré, bens móveis e imóveis.",RERRATIFIC.,RO1100205BIED00001,
"Conjunto arquitetônico e paisagístico do Santuário do Senhor Bom Jesus de Matozinhos, assim como o acervo móvel e integrado do templo religioso que o compõe, cujo perímetro está assim descrito : Iniciase na Rua do Rosário, afetando os lotes dos dois lado",TOMBADO, MG3150802BICA00001,
Museu ao ar livre Orleans e seu acervo,TOMBADO,SC4211702BIED00002,
"Casa de Gilberto Freyre ou Vivenda Santo Antônio de Apipucos, edificação e sítio paisagístico ao seu redor.",TOMBADO,PE2611606BIED00004,
"Conjunto arquitetônico e urbanístico de Antônio Prado, constituído pelos seguintes imóveis : Avenida Valdomiro Bocchese , 214 , 218 , 228 , 284 , 285 , 321 , 357 , 373 , 439 , 476 , 496 , 497, 500 , 524 , 531 , 540 , 553 , 554 , 574 , 568 , 587 , 646 , 69 (ver se está completo)",TOMBADO,RS4300802BICU00001,
Vila Ferroviária de Paranapiacaba,TOMBADO,SP3547809BICU00001,
"Imóvel situado na Av. Independência, 867 conhecido como Palacete Argentina",TOMBADO,RS4314902BIED00003,
Conjunto arquitetônico constituído pela Igreja Matriz de Nossa Senhora da Penha de França e dos bens edificados que a envolvem.,TOMBADO,GO5205802BICA00001,
Freguesias LusoBrasileiras na Região da Grande Florianópolis (Ribeirão da Ilha),,,
Nome anterior do processo: Enseada do Brito,TOMB. PROVIS.,SC4211900BICU00001,
Freguesias LusoBrasileiras na Região da Grande Florianópolis ( Santo Antônio de Lisboa),,,
Nome anterior do processo: Enseada do Brito,TOMB. PROVIS.,SC4211900BICU00002,
Freguesias LusoBrasileiras na Região da Grande Florianópolis (Lagoa da Conceição),,,
Nome anterior do processo: Enseada do Brito,TOMB. PROVIS.,SC4211900BICU00002,
"Casa Av. Rio Branco, 241  antigo Supremo Tribunal Federal",TOMBADO,RJ3304557BIED00113,
"Casa: Praça da Cruz Vermelha, inclusive as casas que compõem o Conjunto Arquitetônico.",Tombado,SEM CADASTRO SICG?,
"Ed. Dom Pedro II, Central do Brasil",TOMBADO,RJ3304557BIED00004,
Conjunto Arquitetônico Urbanístico e Paisagístico da Cidade de São Félix,TOMBADO,BA2929008BICA00001,
"Laranjeiras, SE: conjunto arquitetônico e paisagístico",TOMBADO,SE2803609BICU00002,
Parque e Fonte do Queimado,TOMBADO,BA2927408PSJD00001,
Parque Zoobotânico do Museu Paraense Emílio Goeldi,TOMBADO,PA1501402PSJD00002,
Ponte Metálica João Luís Ferreira,TOMBADO,PI2211001BIOE00001,
Prédio do Instituto  de Resseguros do Brasil,tombado, RJ3304557BIED00110,
Conjunto urbanístico de Brasília construído em decorrência do Plano Piloto traçado para a cidade,RERRATIFIC.,DF5300108BICU00001,
"Conjunto Histórico do Forte de Copacabana, atual Museu Histórico do Exército, e o seu acervo móvel e integrado, no município do Rio de Janeiro, Estado do Rio de Janeiro",TOMBADO,RJ3304557BICA00012,
"Lapa, PR: conjunto arquitetônico e paisagístico",TOMBADO,PR4113205BICU00001,
"Partituras de Heitor VillaLobos, depositadas no Museu VillaLobos, na Rua Sorocaba, 200 ",TOMBADO,RJ3304557BMAC00001,
Igreja de Nossa Senhora Mãe dos Homens,HOMOLOGADO,AL2702207BIED00001,
"Aviões (dois):Catalinas  1º) No Museu Espacial (Rio de Janeiro/RJ), 2º) Na Base Aérea....",tombado,RJ3304557BMAC00007 ,
"Aviões (dois):Catalinas  1º) No Museu Espacial (Rio de Janeiro/RJ), 2º) Na Base Aérea....",TOMBADO,PA1501402BMAC00001,
"Imóvel situado na Av. Presidente Antônio Carlos, 641 denominado Palácio Tiradentes e obras de arte a ele integradas",TOMBADO,RJ3304557BIED00012,
Parque Nacional da Serra da Capivara,TOMBADO,PI2210607PSPS00001,
"Casa: Santos Andrade (Praça), Edifício Central da Universidade Federal do Paraná",TOMBADO,PR4106902BIED00015,
"CineTeatro Central, situado na Praça João Pessoa, s/nº",TOMBADO,MG3136702BIED00001,
Pampulha: conjunto arquitetônico e paisagístico,TOMBADO,MG3106200BICA00001,
"Cataguases, MG: conjunto histórico, arquitetônico e paisagístico",TOMBADO,MG3115300BICU00001,
"Conjunto do Ipiranga: Museu Paulista, Monumento à Independência, Casa do Grito e Parque da Independência",TOMBADO,SP3550308BICA00005,
Teatro Municipal de São Paulo,TOMBADO,SP3550308BIED00011,
Ruínas do Forte do Buraco ,tombado,PE2611606BAST00001,
Conjunto Paisagístico do Morro do Pai Inácio,TOMBADO,BA2923506PSPS00001,
Sede da Fazenda do Registro Velho  Residência do Inconfidente Padre Manoel Rodrigues da Costa,TOMBADO,MG3105608BIED00004,
"Conjunto Arquitetônico e Paisagístco ""Tecelagem Parahyba""",TOMB. APROV.,  SP3549904BICA00001,
Conjunto Histórico do Arquipélago de Fernando de Noronha,TOMBADO,PE2605459BICU00001,
Conjunto: Arquitetônico e Paisagístico formado pelos Fortes de Imbuhy e Rio Branco,TOMB. APROV.,SEM CADASTRO SICG?,
"Conjunto histórico da Vila de Santo Amaro, contendo quatorze edificações.",TOMBADO,RS4308805BICA00001,
"Conjunto Paisagístico dos Serrotes, constituído por formações geomorfológicas em monólito, no município de Quixadá",RERRATIFIC.,CE2311306BPST00001,
"Sobral, CE: conjunto arquitetônico e urbanístico",TOMBADO, CE2312908BICU00001,
"Museu do Trem: Acervo móvel e imóvel do Antigo Centro de Preservação da História Ferroviária do Rio de Janeiro, situado na rua Arquias Cordeiro, nº 1046",TOMBADO,RJ3304557BIED00056,
Campo de Santana,TOMBADO,RJ3304557PSJD00003,
Marco Comemorativo do Centenário de Juiz de Fora,TOMBADO,MG3136702BMAR00001,
"Prédios do Museu Histórico Nacional e Coleções que ali se abrigam, com exclusão da Coleção Bibliográfica",TOMBADO,RJ3304557BIED00115,
"Prédios do Museu Histórico Nacional e Coleções que ali se abrigam, com exclusão da Coleção Bibliográfica (BEM FILHO)",Tombado (bem filho),RJ3304557BMCL00001,
Conjunto arquitetônico e urbanístico da cidade de Marechal Deodoro,RERRATIFIC.,AL2704708BICU00003,
Maciço Rochoso Dedo de Deus,TOMBADO,RJ3301850PSPS00001,
"Prédio da Secretaria de Justiça e Negócios do Interior no Império, onde fora o Solar do Visconde do Rio Seco e o Clube Fluminense",TOMBADO,RJ3304557BIED00054,
Prédio da estação Júlio Prestes,HOMOLOGADO,SP3550308BIED00049,
"Conjunto Arquitetônico, Urbanístico e Paisagístico na Cidade de Igatu, inclusive as ruínas de habitações de pedra",TOMBADO,BA2901304BICU00001,
Imagem de Nossa Senhora do Rosário (Aleijadinho),TOMBADO,RJ3306206BMAC00001,
"Torah constituída por nove rolos em pergaminho, que integra o acervo do Museu Nacional da Universidade Federal do Rio de Janeiro sob a classificação de ""Manuscritos IVRIIM""",TOMBADO,RJ3304557BMAR00001,
Ilha do Campeche: sítio arqueológico e paisagístico,TOMBADO,SC4205407BAST00001,
Quilombo Ambrósio:remanscentes,TOMBADO,MG3129509BMCL00001,
Conjunto das edificações projetadas pelo arquiteto Oscar Niemeyer para o Parque do Ibirapuera,TOMBADO,SP3550308BICA00006,
Terreiro do Axé Opô Afonjá,TOMBADO,BA2927408BICA00002,
Estação Ferroviária de Mayrink.,TOMBADO,SP3528403BIED00001,
Estação Ferroviária de Mayrink. (BEM FILHO),Tombado (bem filho),SP3528403BIED00002,
"Prédios do Observatório Astronômico e da Faculdade de Direito, situados no Campus do Centro da Universidade Federal do Rio Grande do Sul",TOMBADO,RS4314902BICA00002,
"Igreja Matriz de Nossa Senhora da Assunção e seu acervo móvel e integrado, especialmente os painéis pintados no teto da capelamor",TOMBADO,CE2314102BIED00008,
"Casa Grande e Tulha da Antiga Chácara do Paraíso das Campinas Velhas, situada na Avenida Arlindo Joaquim de Lemos, 1300",TOMBADO,SP3509502BIED00002,
Conjunto Arquitetônico e Paisagistico no Bairro da Luz,TOMBADO,SP3550308BICA00007,
"Terreiro Casa das Minas Jeje, situado na Rua de São Pantaleão nº 857 e 857A.",TOMBADO,MA2111300BICA00006,
Sítio Histórico das Praças da Matriz e da Alfândega,TOMBADO,RS4314902BICU00001,
"Terreiro de Candomblé Ilê Iyá Omim Axé Iyamassé, rua Alto dos Gantois nº 23, Federação.",TOMBADO,BA2927408BIED00002,
"Canoa de Tolda Luzitânia, de propriedade da Sociedade Sócio  Ambiental  do baixo São Francisco",TOMBADO,SE2800308BMAR00001,
"Cristo Redentor, estátua erigida no Penhasco do Corcovado.",TOMBADO,RJ3304557BMAR00023,
"Terreiro do Alaketo, Ilê Maroiá Láji",TOMBADO,BA2927408BIED00002,
Igreja Matriz de Nosso Senhor dos Passos,TOMB. PROVIS.,SE2804003BIED00001,
"Conjunto arquitetônico, urbanístico e paisagístico da cidade de Goiana, estado de Pernambuco",TOMB. PROVIS.,PE2606200BICU00001,
Conjunto de edificações e bens móveis da Companhia Paulista de Estrada de Ferro.,TOMBADO,SP3525904BICA00001,
"Terreiro de Candomblé do BateFolha, Município de Salvador, Estado da Bahia",TOMBADO,BA2927408BIED00004,
Casa das Canoas,TOMBADO,RJ3304557BIED00061,
Museu de Arte Contemporânea de Niterói,TOMBADO,RJ3303302BIED00011,
"Conjunto Histórico, Urbanístico e Paisagístico da Cidade de Areia",TOMBADO,PB2501104BICU00003,
"Sítio da antiga fazenda de Santo Inácio de Campos Novos, situado no Distrito de Tamoios",TOMBADO,RJ3300704BICA00002,
Museu de Arte de São Paulo Assis Chateaubriand  MASP: edifício e acervo móvel constituído pelos cavaletes de concreto e cristal,TOMBADO,SP3550308BIED00001,
"Viçosa, CE: conjunto Histórico e Arquitetônico ",RERRATIFIC.,CE2314102BICU00001,
Elevador Lacerda,TOMBADO,BA2927408BIOE00001,
Terreiro de Candomblé Ilê Axé Oxumaré,TOMBADO,BA2927408BICA00005,
Acervo Arquitetônico e Urbanístico Art Déco de Goiânia,TOMBADO,GO5208707BICU00001,
Centro Histórico de João Pessoa,TOMBADO,PB2507507BICU00001,
Terreiro Culto aos ancestrais  OMO Ilê Agbôulá,TOMBADO,BA2916104BICA00002,
Acervo do Museu de Imagens do Inconsciente do Rio de Janeiro,TOMBADO,RJ3304557BMAC00002,
"Piranhas, AL: Sítio histórico e Paisagístico",TOMBADO, AL2707107BICU00002,
Teatro Castro Alves,TOMBADO,BA2927408BIED00083,
Floresta Fóssil no Rio Poti,TOMBADO,PI2211001BPST00001,
"Casa de Vidro, sede do Instituto Lina Bo Bardi, à Rua General Almerio de Moura, nº200, no Bairro do Morumbi",HOMOLOGADO,SP3550308BIED00014,
Centro histórico da cidade de Pelotas,TOMB. APROV.,RS4314407BICU00002,
"Acervo Histórico da Discoteca Oneyda Alvarenga, no Centro Cultural São Paulo da Secretaria Municipal de Cultura.",TOMBADO,SP3550308BMAC00003,
Edifício da Bolsa Oficial do Café,TOMBADO,SP3548500BIED00001,
"Teatro Oficina, Rua Jaceguai nº 520 antigo 70 e anteriormente nº 64.",TOMBADO,SP3550308BIED00012,
Terreiro Tumba Junsara,TOMBADO,BA2927408BICA00014,
"Prédio do Ministério da Fazenda, no município do Rio de Janeiro, Estado do Rio de Janeiro",TOMBADO,RJ3304557BIED00001,
Igreja de Nossa Senhora da Vitória e do seu acervo móvel e integrado,TOMBADO,BA2927408BIED00081,
"Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku  Alto Xingu, estado do Mato Grosso.",RERRATIFIC.,MT5106422PSJD00001,
"Complexo ferroviário da antiga Estrada de Ferro Noroeste do Brasil – EFNOB, em Campo Grande",TOMBADO,MS5002704BICU00001,
Imagem de São Bonifácio,TOMB. PROVIS.,MA2111300BMAR00003,
"Conjunto Arquitetônico, Urbanístico e Paisagístico da Cidade de Cáceres  Mato Grosso",TOMBADO,MT5102504BICU00001,
Coleção Geyer,TOMB. APROV., RJ3304557BMCL00004,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja São Gervásio e São Protásio,TOMBADO,SC4219002BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Duwe,TOMBADO,SC4207502BIED00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Ristow, Arlindo e Edmundo",TOMBADO,SC4207502BIED00003,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Capela Nossa Sra do Perpétuo Socorro,TOMBADO,SC4207502BIED00004,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Hersing, Lorival",TOMBADO,SC4207502BIED00002,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Schroeder, Luiza ",TOMBADO,SC4207502BIED00005,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Ponte madeira coberta Warnow,TOMBADO,SC4207502BIOE00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Buzzi,TOMBADO,SC4201703BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja Luterana do Espírito Santo,TOMBADO,SC4202404BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Salão Primavera,TOMBADO,SC4202404BIED00007,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Conrad, Heinz Carl (Haco)",TOMBADO,SC4202404BIED00005,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Comercial Husadel,TOMBADO,SC4202404BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Conjunto Zimmdars,TOMBADO,SC4202404BICA00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Museu da Família Colonial,TOMBADO,SC4202404BIED00003,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja São Pedro e São Paulo e cemitério,TOMBADO,SC4208104BIED00003,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Polaski, David",TOMBADO,SC4208104BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja Santo Estanislau,TOMBADO,SC4208104BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Conjunto de Alto Paraguaçú,TOMBADO,SC4208104BICU00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Rux, Erwin",TOMBADO,SC4208906BIED00003,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Schiocket, Vittório ",TOMBADO,SC4208906BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Depósito Breithaupt,TOMBADO,SC4208906BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Conjunto Rural de Rio da Luz,TOMBADO,SC4208906PSPS00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Fleith, Alvino",TOMBADO,SC4209102BIED00004,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Kruger, Wally",TOMBADO,SC4209102BIED00003,
